1:1:1	سَبَّحَ	V	PERF|VF:2|ROOT:سبح|LEM:سَبَّحَ|3MS
1:2:1	لِ	P	P|PREF|LEM:ل
1:2:2	لَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
1:3:1	مَا	N	REL|LEM:ما
1:4:1	فِى	P	P|LEM:فِي
1:5:1	ٱل	P	DET|PREF|LEM:ال
1:5:2	سَّمَٰوَٰتِ	N	ROOT:سمو|LEM:سَماء|FP|GEN
1:6:1	وَ	P	CONJ|PREF|LEM:و
1:6:2	مَا	N	REL|LEM:ما
1:7:1	فِى	P	P|LEM:فِي
1:8:1	ٱلْ	P	DET|PREF|LEM:ال
1:8:2	أَرْضِ	N	ROOT:أرض|LEM:أَرْض|F|GEN
1:9:1	وَ	P	REM|PREF|LEM:و
1:9:2	هُوَ	N	PRON|3MS
1:10:1	ٱلْ	P	DET|PREF|LEM:ال
1:10:2	عَزِيزُ	N	ROOT:عزز|LEM:عَزِيز|MS|NOM
1:11:1	ٱلْ	P	DET|PREF|LEM:ال
1:11:2	حَكِيمُ	N	ROOT:حكم|LEM:حَكِيم|MS|NOM|ADJ
2:1:1	هُوَ	N	PRON|3MS
2:2:1	ٱلَّذِىٓ	N	REL|LEM:الَّذِي|MS
2:3:1	أَخْرَجَ	V	PERF|VF:4|ROOT:خرج|LEM:أَخْرَجَ|3MS
2:4:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
2:5:1	كَفَرُ	V	PERF|VF:1|ROOT:كفر|LEM:كَفَرَ|3MP
2:5:2	وا۟	N	PRON|SUFF|3MP
2:6:1	مِنْ	P	P|LEM:مِن
2:7:1	أَهْلِ	N	ROOT:أهل|LEM:أَهْل|M|GEN
2:8:1	ٱلْ	P	DET|PREF|LEM:ال
2:8:2	كِتَٰبِ	N	ROOT:كتب|LEM:كِتاب|M|GEN
2:9:1	مِن	P	P|LEM:مِن
2:10:1	دِيَٰرِ	N	ROOT:دور|LEM:دار|FP|GEN
2:10:2	هِمْ	N	PRON|SUFF|3MP
2:11:1	لِ	P	P|PREF|LEM:ل
2:11:2	أَوَّلِ	N	ROOT:أول|LEM:أَوَّل|MS|GEN
2:12:1	ٱلْ	P	DET|PREF|LEM:ال
2:12:2	حَشْرِ	N	ROOT:حشر|LEM:حَشْر|M|GEN
2:13:1	مَا	P	NEG|LEM:ما
2:14:1	ظَنَن	V	PERF|VF:1|ROOT:ظنن|LEM:ظَنَّ|2MP
2:14:2	تُمْ	N	PRON|SUFF|2MP
2:15:1	أَن	P	SUB|LEM:أَن
2:16:1	يَخْرُجُ	V	IMPF|VF:1|ROOT:خرج|LEM:خَرَجَ|3MP|MOOD:SUBJ
2:16:2	وا۟	N	PRON|SUFF|3MP
2:17:1	وَ	P	CONJ|PREF|LEM:و
2:17:2	ظَنُّ	V	PERF|VF:1|ROOT:ظنن|LEM:ظَنَّ|3MP
2:17:3	وٓا۟	N	PRON|SUFF|3MP
2:18:1	أَنَّ	P	ACC|LEM:أَنّ|FAM:إِنّ
2:18:2	هُم	N	PRON|SUFF|3MP
2:19:1	مَّانِعَتُ	N	ACT_PCPL|VF:1|ROOT:منع|LEM:مانِعَت|F|NOM
2:19:2	هُمْ	N	PRON|SUFF|3MP
2:20:1	حُصُونُ	N	ROOT:حصن|LEM:حُصُون|MP|NOM
2:20:2	هُم	N	PRON|SUFF|3MP
2:21:1	مِّنَ	P	P|LEM:مِن
2:22:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
2:23:1	فَ	P	REM|PREF|LEM:ف
2:23:2	أَتَىٰ	V	PERF|VF:1|ROOT:أتي|LEM:أَتَى|3MS
2:23:3	هُمُ	N	PRON|SUFF|3MP
2:24:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
2:25:1	مِنْ	P	P|LEM:مِن
2:26:1	حَيْثُ	N	LOC|ROOT:حيث|LEM:حَيْث|GEN
2:27:1	لَمْ	P	NEG|LEM:لَم
2:28:1	يَحْتَسِبُ	V	IMPF|VF:8|ROOT:حسب|LEM:يَحْتَسِبُ|3MP|MOOD:JUS
2:28:2	وا۟	N	PRON|SUFF|3MP
2:29:1	وَ	P	CONJ|PREF|LEM:و
2:29:2	قَذَفَ	V	PERF|VF:1|ROOT:قذف|LEM:قَذَفَ|3MS
2:30:1	فِى	P	P|LEM:فِي
2:31:1	قُلُوبِ	N	ROOT:قلب|LEM:قَلْب|FP|GEN
2:31:2	هِمُ	N	PRON|SUFF|3MP
2:32:1	ٱل	P	DET|PREF|LEM:ال
2:32:2	رُّعْبَ	N	ROOT:رعب|LEM:رُعْب|M|ACC
2:33:1	يُخْرِبُ	V	IMPF|VF:4|ROOT:خرب|LEM:يُخْرِبُ|3MP|MOOD:IND
2:33:2	ونَ	N	PRON|SUFF|3MP
2:34:1	بُيُوتَ	N	ROOT:بيت|LEM:بَيْت|MP|ACC
2:34:2	هُم	N	PRON|SUFF|3MP
2:35:1	بِ	P	P|PREF|LEM:ب
2:35:2	أَيْدِي	N	ROOT:يدي|LEM:يَد|FP|GEN
2:35:3	هِمْ	N	PRON|SUFF|3MP
2:36:1	وَ	P	CONJ|PREF|LEM:و
2:36:2	أَيْدِى	N	ROOT:يدي|LEM:يَد|FP|GEN
2:37:1	ٱلْ	P	DET|PREF|LEM:ال
2:37:2	مُؤْمِنِينَ	N	ACT_PCPL|VF:4|ROOT:أمن|LEM:مُؤْمِن|MP|GEN
2:38:1	فَ	P	REM|PREF|LEM:ف
2:38:2	ٱعْتَبِرُ	V	IMPV|VF:8|ROOT:عبر|LEM:اعْتَبِرُ|2MP
2:38:3	وا۟	N	PRON|SUFF|2MP
2:39:1	يَٰٓ	P	VOC|PREF|LEM:ي
2:39:2	أُو۟لِى	N	LEM:ذُو|MP|ACC
2:40:1	ٱلْ	P	DET|PREF|LEM:ال
2:40:2	أَبْصَٰرِ	N	ROOT:بصر|LEM:بَصَر|MP|GEN
3:1:1	وَ	P	REM|PREF|LEM:و
3:1:2	لَوْلَآ	P	COND|LEM:لَوْلا
3:2:1	أَن	P	SUB|LEM:أَن
3:3:1	كَتَبَ	V	PERF|VF:1|ROOT:كتب|LEM:كَتَبَ|3MS
3:4:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
3:5:1	عَلَيْ	P	P|LEM:عَلَى
3:5:2	هِمُ	N	PRON|SUFF|3MP
3:6:1	ٱلْ	P	DET|PREF|LEM:ال
3:6:2	جَلَآءَ	N	ROOT:جلو|LEM:جَلاء|M|ACC
3:7:1	لَ	P	EMPH|PREF|LEM:ل
3:7:2	عَذَّبَ	V	PERF|VF:2|ROOT:عذب|LEM:عَذَّبَ|3MS
3:7:3	هُمْ	N	PRON|SUFF|3MP
3:8:1	فِى	P	P|LEM:فِي
3:9:1	ٱل	P	DET|PREF|LEM:ال
3:9:2	دُّنْيَا	N	ROOT:دنو|LEM:دُنْيا|FS|GEN
3:10:1	وَ	P	REM|PREF|LEM:و
3:10:2	لَ	P	P|PREF|LEM:ل
3:10:3	هُمْ	N	PRON|3MP
3:11:1	فِى	P	P|LEM:فِي
3:12:1	ٱلْ	P	DET|PREF|LEM:ال
3:12:2	ءَاخِرَةِ	N	ROOT:أخر|LEM:آخِر|FS|GEN
3:13:1	عَذَابُ	N	ROOT:عذب|LEM:عَذاب|M|NOM
3:14:1	ٱل	P	DET|PREF|LEM:ال
3:14:2	نَّارِ	N	ROOT:نور|LEM:نار|F|GEN
4:1:1	ذَٰ	N	DEM|LEM:ذا|MS
4:1:2	لِ	P	DIST|SUFF|LEM:ل
4:1:3	كَ	P	ADDR|SUFF|M
4:2:1	بِ	P	P|PREF|LEM:ب
4:2:2	أَنَّ	P	ACC|LEM:أَنّ|FAM:إِنّ
4:2:3	هُمْ	N	PRON|SUFF|3MP
4:3:1	شَآقُّ	V	PERF|VF:3|ROOT:شقق|LEM:شاقُّ|3MP
4:3:2	وا۟	N	PRON|SUFF|3MP
4:4:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
4:5:1	وَ	P	CONJ|PREF|LEM:و
4:5:2	رَسُولَ	N	ROOT:رسل|LEM:رَسُول|M|ACC
4:5:3	هُۥ	N	PRON|SUFF|3MS
4:6:1	وَ	P	REM|PREF|LEM:و
4:6:2	مَن	N	COND|LEM:مَن
4:7:1	يُشَآقِّ	V	IMPF|VF:3|ROOT:شقق|LEM:شاقُّ|3MS|MOOD:JUS
4:8:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
4:9:1	فَ	P	RSLT|PREF|LEM:ف
4:9:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
4:10:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
4:11:1	شَدِيدُ	N	ROOT:شدد|LEM:شَدِيد|MS|NOM
4:12:1	ٱلْ	P	DET|PREF|LEM:ال
4:12:2	عِقَابِ	N	ROOT:عقب|LEM:عِقاب|M|GEN
5:1:1	مَا	N	COND|LEM:ما
5:2:1	قَطَعْ	V	PERF|VF:1|ROOT:قطع|LEM:قُطِعَ|2MP
5:2:2	تُم	N	PRON|SUFF|2MP
5:3:1	مِّن	P	P|LEM:مِن
5:4:1	لِّينَةٍ	N	ROOT:لين|LEM:لِينَة|F|INDEF|GEN
5:5:1	أَوْ	P	CONJ|LEM:أَو
5:6:1	تَرَكْ	V	PERF|VF:1|ROOT:ترك|LEM:تَرَكَ|2MP
5:6:2	تُمُو	N	PRON|SUFF|2MP
5:6:3	هَا	N	PRON|SUFF|3FS
5:7:1	قَآئِمَةً	N	ACT_PCPL|VF:1|ROOT:قوم|LEM:قائِمَة|F|INDEF|ACC
5:8:1	عَلَىٰٓ	P	P|LEM:عَلَى
5:9:1	أُصُولِ	N	ROOT:أصل|LEM:أَصْل|MP|GEN
5:9:2	هَا	N	PRON|SUFF|3FS
5:10:1	فَ	P	RSLT|PREF|LEM:ف
5:10:2	بِ	P	P|PREF|LEM:ب
5:10:3	إِذْنِ	N	ROOT:أذن|LEM:إِذْن|M|GEN
5:11:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
5:12:1	وَ	P	CONJ|PREF|LEM:و
5:12:2	لِ	P	PRP|PREF|LEM:ل
5:12:3	يُخْزِىَ	V	IMPF|VF:4|ROOT:خزي|LEM:أَخْزَيْ|3MS|MOOD:SUBJ
5:13:1	ٱلْ	P	DET|PREF|LEM:ال
5:13:2	فَٰسِقِينَ	N	ACT_PCPL|VF:1|ROOT:فسق|LEM:فاسِق|MP|ACC
6:1:1	وَ	P	CONJ|PREF|LEM:و
6:1:2	مَآ	N	COND|LEM:ما
6:2:1	أَفَآءَ	V	PERF|VF:4|ROOT:فيأ|LEM:أَفاءَ|3MS
6:3:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
6:4:1	عَلَىٰ	P	P|LEM:عَلَى
6:5:1	رَسُولِ	N	ROOT:رسل|LEM:رَسُول|M|GEN
6:5:2	هِۦ	N	PRON|SUFF|3MS
6:6:1	مِنْ	P	P|LEM:مِن
6:6:2	هُمْ	N	PRON|SUFF|3MP
6:7:1	فَ	P	RSLT|PREF|LEM:ف
6:7:2	مَآ	P	NEG|LEM:ما
6:8:1	أَوْجَفْ	V	PERF|VF:4|ROOT:وجف|LEM:أَوْجَفْ|2MP
6:8:2	تُمْ	N	PRON|SUFF|2MP
